img;name;region;difficulty;time;portions;ingredients;elaboration
https://t1.uc.ltmcdn.com/es/posts/4/1/6/como_hacer_ajoblanco_7614_orig.jpg;Ajo blanco;Andalucía;Fácil;14;4;Almendras crudas: 150 g, ajo: 2 dientes, pan duro: 100 g, vinagre: 2 cdas, aceite de oliva: 100 ml, agua fría: 1 litro, uvas para acompañar;Para hacer ajo blanco, pela y tritura 100 g de almendras crudas con tres dientes de ajo en un mortero. Añade 200 ml de agua fría y 50 ml de aceite de oliva, y mezcla bien hasta obtener una crema suave. Agrega sal y un poco de vinagre al gusto. Sirve en cuencos, decorando con uvas peladas o trozos de melón. Esta sopa fría es perfecta para los días calurosos.
https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/61D7C912-7515-47B8-B0C9-511833B5FF3C/Derivates/510dd895-98a8-442e-92ce-5b2dea222c9f.jpg;Porrusalda;País Vasco;Fácil;45;4;Puerros: 4, patatas: 3, zanahorias: 2, bacalao (opcional): 200 g, caldo de verduras: 1 litro, aceite de oliva, sal;Para preparar porrusalda, empieza limpiando y cortando en rodajas dos puerro, y sofríelos en una olla con aceite de oliva. Añade dos patatas peladas y troceadas, y suficiente agua para cubrirlas. Cocina a fuego lento hasta que las patatas estén tiernas. Tritura la sopa y sirve caliente, ideal como primer plato.
https://danzadefogones.com/wp-content/uploads/2015/01/Garbanzos-con-espinacas-danzadefogones.com-5-500x500.jpg;Garbanzos con espinacas;Andalucía;Fácil;60;4;Garbanzos cocidos: 400 g, espinacas: 300 g, ajo: 3 dientes, pimentón: 1 cda, aceite de oliva, comino, sal;Para hacer garbanzos con espinacas, comienza cocinando 400 g de garbanzos (que habrás dejado en remojo la noche anterior) en agua con sal. Mientras tanto, en una sartén, sofríe un diente de ajo y una cebolla picados en aceite de oliva. Agrega 250 g de espinacas frescas y cocina hasta que se ablanden. Una vez cocidos los garbanzos, escúrrelos y añádelos a la sartén junto con las espinacas, mezcla bien y sazona al gusto. Sirve caliente.
https://img.bekiacocina.com/cocina/0000/286-h.jpg;Cordero asado;Castilla y León;Media;120;6;Pierna o paletilla de cordero: 1, ajo: 4 dientes, aceite de oliva, vino blanco: 200 ml, agua, sal, laurel;Para hacer cordero asado, adereza un cordero (aproximadamente 2 kg) con sal, pimienta y hierbas como romero y tomillo. Colócalo en una bandeja de horno y rocíalo con aceite de oliva. Hornea a 180 °C durante unas 2 horas, rociando con su propio jugo de vez en cuando, hasta que esté dorado y tierno. Sirve caliente, acompañado de patatas asadas o ensalada.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHLwe5PfzxzLl3I-G6ePcRJAk7dnXCGFArBQ&s;Chuletón a la brasa;País Vasco;Media;25;2;Chuletón de vaca: 1 kg, sal gruesa, pimienta;Para preparar chuletón a la brasa, asegúrate de tener un chuletón de buena calidad, de unos 800 g. Sazona generosamente con sal y pimienta. Precalienta la parrilla a alta temperatura. Cuando esté caliente, coloca el chuletón y cocina durante 4-5 minutos por cada lado, dependiendo del punto de cocción que desees. Retira del fuego y deja reposar durante unos minutos antes de servir. Es ideal acompañarlo con pimientos asados o una ensalada.
https://blog.dia.es/wp-content/uploads/2021/03/RECETA-CONEJO-AL-AJILLO-1-500x500.jpg;Conejo al ajillo;Castilla-La Mancha;Media;60;4;Conejo: 1, ajo: 6 dientes, vino blanco: 200 ml, laurel: 2 hojas, aceite de oliva, sal, pimienta;Para hacer conejo al ajillo, corta un conejo en trozos y sazona con sal y pimienta. En una sartén grande, calienta aceite de oliva y añade varios dientes de ajo pelados y enteros. Cuando el ajo esté dorado, agrega los trozos de conejo y sofríe hasta que estén dorados por todos lados. Luego, añade un vaso de vino blanco y cocina a fuego lento durante unos 30 minutos, hasta que la carne esté tierna. Puedes servir con arroz o ensalada.
https://www.paulinacocina.net/wp-content/uploads/2023/05/pollo-al-chilindron-receta.jpg;Pollo al chilindrón;Aragón;Media;60;4;Pollo: 1 kg, pimiento rojo: 2, cebolla: 1, ajo: 3 dientes, tomate: 4, vino blanco: 200 ml, aceite de oliva, sal, pimienta;Para preparar pollo al chilindrón, corta un pollo en trozos y sazona con sal y pimienta. En una sartén grande, calienta aceite de oliva y sofríe los trozos de pollo hasta dorarlos. Retíralos y en la misma sartén, añade una cebolla picada, un pimiento rojo y un diente de ajo picado. Sofríe hasta que estén tiernos. Agrega un tomate pelado y troceado, el pollo y un vaso de vino tinto. Cocina a fuego lento durante 45 minutos, hasta que el pollo esté tierno. Sirve caliente.
https://mercadolagaleria.com/wp-content/uploads/2018/04/Receta-de-rabo-de-toro-un-guiso-tradicional-2-1048x700-1.jpeg;Rabo de toro;Andalucía;Media;120;4;Rabo de toro: 1 kg, cebolla: 2, ajo: 4 dientes, zanahoria: 2, vino tinto: 500 ml, laurel: 2 hojas, harina: 1 cda, aceite de oliva, sal, pimienta;Para hacer rabo de toro, corta un rabo de toro en trozos y sofríe en una olla grande con aceite de oliva hasta dorar. Retira y en la misma olla, sofríe una cebolla, un pimiento y dos zanahorias picadas. Agrega dos tomates pelados, una hoja de laurel, sal y pimienta. Incorpora el rabo dorado y cubre con caldo de carne. Cocina a fuego lento durante 2-3 horas hasta que la carne esté tierna. Desmenuza la carne y sírvela con la salsa.
https://canalcocina.es/medias/_cache/zoom-373786d7904986d0688929179ff6fa32-920-518.jpg;Lechazo asado;Castilla y León;Media;120;4;Lechazo (cordero lechal): 1, ajo: 3 dientes, agua, sal, laurel;Para preparar lechazo asado, adereza un lechazo (cordero joven) con sal y ajo. Colócalo en una bandeja de horno con un chorro de aceite y un poco de agua. Hornea a 180 °C durante 2 horas, rociando con sus propios jugos. Debería quedar dorado y tierno. Sirve caliente con patatas asadas.
https://cochinillosegoviano.com/wp-content/uploads/2021/08/receta-cochinillo-de-segovia-tradicional-paso-a-paso.jpeg;Cochinillo asado;Castilla y León;Media;120;6;Cochinillo: 1, ajo: 4 dientes, laurel, agua, sal;Para hacer cochinillo asado, sazona un cochinillo (aproximadamente 2 kg) con sal y ajo. Colócalo en una bandeja con un poco de agua y hornea a 160 °C durante 3 horas, rociando cada media hora con sus jugos. Debe quedar crujiente por fuera y tierno por dentro. Se suele servir con ensalada o puré de manzana.
https://i.ytimg.com/vi/I-ELVwby0pw/maxresdefault.jpg;Solomillo de cerdo al whisky;Andalucía;Fácil;30;4;Solomillo de cerdo: 2, ajo: 4 dientes, whisky: 100 ml, caldo de carne: 200 ml, aceite de oliva, sal, pimienta;Para preparar solomillo de cerdo al whisky, corta un solomillo (aproximadamente 1 kg) en medallones y sálalos al gusto. En una sartén grande, calienta aceite de oliva y sofríe los medallones hasta dorar por ambos lados. Retira y en la misma sartén, añade un vaso de whisky, un diente de ajo picado y una cucharada de salsa de soja. Cocina a fuego lento para que el alcohol evapore y la salsa espese. Vuelve a agregar los medallones y cocina durante unos minutos más. Sirve caliente, ideal con puré de patatas.
https://imag.bonviveur.com/como-hacer-albondigas-en-salsa-de-tomate.jpg;Albóndigas en salsa;España;Media;60;4;Carne picada (mitad cerdo, mitad ternera): 500 g, huevo: 1, ajo: 2 dientes, pan rallado: 2 cdas, harina, vino blanco: 200 ml, cebolla: 1, tomate: 2, caldo de carne: 300 ml, aceite de oliva, sal, pimienta;Para hacer albóndigas en salsa, mezcla carne picada (500 g de cerdo y 500 g de ternera) con un huevo, pan rallado, ajo picado y perejil. Forma bolitas y fríelas en una sartén. Reserva. En la misma sartén, sofríe cebolla y ajo picados, añade tomate triturado y una cucharadita de pimentón. Incorpora las albóndigas y un poco de caldo, y cocina a fuego lento durante 30 minutos. Sirve caliente, acompañado de arroz o pan.
https://okdiario.com/img/2019/01/16/presa-iberica-setas.jpg;Presa ibérica con salsa de setas;Andalucía;Media;45;4;Presa ibérica: 600 g, setas: 300 g, ajo: 2 dientes, nata líquida: 200 ml, aceite de oliva, sal, pimienta;Para preparar presa ibérica, corta la presa en medallones y sálalos. Cocina en una sartén caliente hasta dorar por ambos lados. Reserva. En la misma sartén, añade cebolla y ajo picados, y 200 g de setas. Sofríe hasta que estén doradas, añade nata y sazona al gusto. Vuelve a incorporar la carne a la salsa y cocina un par de minutos. Sirve caliente, ideal con puré de patatas.
https://patijinich.com/es/wp-content/uploads/sites/3/2023/10/1204-Pibil-Picadillo-scaled.jpg;Picadillo de cerdo;Asturias;Fácil;30;4;Carne de cerdo picada: 500 g, pimiento rojo: 1, pimentón: 1 cda, aceite de oliva, sal, pimienta;Para hacer picadillo de cerdo, cocina carne de cerdo picada (500 g) en una sartén con aceite hasta dorar. Añade una cebolla picada, un pimiento rojo y dos tomates pelados. Cocina a fuego lento hasta que se ablanden. Agrega una cucharadita de comino y sal al gusto. Sirve caliente, ideal como relleno para tacos o empanadas.
https://www.paulinacocina.net/wp-content/uploads/2023/04/bacalao-al-pil-pil-receta.jpg;Bacalao al pil-pil;País Vasco;Media;40;4;Bacalao desalado: 600 g, ajo: 4 dientes, aceite de oliva, guindilla: 1;Para preparar bacalao al pil-pil, comienza con 400 g de bacalao desalado. En una sartén, calienta aceite de oliva y añade varios dientes de ajo. Cuando estén dorados, retíralos y añade el bacalao con la piel hacia abajo. Cocina a fuego bajo, moviendo la sartén para emulsionar el aceite con el gel que suelta el bacalao. Cocina hasta que la salsa espese y el bacalao esté cocido. Sirve caliente, ideal con pan.
https://content-cocina.lecturas.com/medio/2018/07/19/merluza-a-la-gallega-con-patatas_3c35d5e6_800x800.jpg;Merluza a la gallega;Galicia;Media;40;4;Merluza: 1 kg, patatas: 4, cebolla: 1, pimentón: 1 cda, ajo: 4 dientes, aceite de oliva, laurel: 2 hojas;Para hacer merluza a la gallega, hierve un litro de agua con sal y añade 600 g de merluza. Cocina durante 10 minutos y retira la merluza, reservando el caldo. En una sartén, calienta aceite y sofríe ajo picado, luego añade pimentón y mezcla con el caldo reservado. Sirve la merluza con la salsa por encima, decorando con perejil picado.
https://s2.abcstatics.com/media/gurmesevilla/2014/06/dorada-a-la-sal-roja.jpg;Dorada a la sal;España;Fácil;40;2;Dorada: 1, sal gruesa: 1 kg.;Para preparar dorada a la sal, precalienta el horno a 200 °C. Limpia una dorada (aproximadamente 1 kg) y colócala en una bandeja de horno. Cubre completamente la dorada con sal gruesa, formando una costra. Hornea durante 25-30 minutos. Cuando esté lista, retira la sal y sirve con un chorrito de aceite de oliva y limón.
https://www.hola.com/horizon/landscape/83d763a68ae6-adobestock728053510.jpg?im=Resize=(640),type=downsize;Lubina al horno;España;Fácil;30;2;Lubina: 1, limón: 1, ajo: 2 dientes, aceite de oliva, sal, perejil.;Para hacer lubina al horno, limpia una lubina (aproximadamente 1 kg) y colócala en una bandeja. Rellena el interior con rodajas de limón y ramitas de tomillo. Rocía con aceite de oliva y sazona. Hornea a 180 °C durante 30-40 minutos. Sirve caliente, acompañada de verduras asadas.
https://badun.nestle.es/imgserver/v1/80/1290x742/bacalao-a-la-vizcaina-con-tomate_lowres.jpg;Bacalada a la vizcaína;País Vasco;Media;90;4;Bacalao desalado: 800 g, cebolla: 2, ajo: 4 dientes, pimientos choriceros: 6, tomate: 2, aceite de oliva, sal, pimienta;Para preparar bacalao a la vizcaína, empieza sofriendo cebolla, pimiento rojo y ajo picados en aceite de oliva. Añade tomate triturado y cocina hasta que reduzca. Incorpora 400 g de bacalao desalado, cubriendo con el sofrito. Cocina a fuego lento durante unos 20 minutos. Sirve caliente, ideal con arroz
https://entrenosotros.consum.es/public/Image/2022/5/suquet.jpg;Suquet de peix;Cataluña;Media;60;4;Pescado (rape, merluza, etc.): 1 kg, patatas: 4, tomate: 2, ajo: 3 dientes, fumet de pescado: 1 litro, pimentón: 1 cda, aceite de oliva, sal, pimienta;Para hacer suquet de peix, calienta aceite en una cazuela y sofríe cebolla, ajo y pimiento rojo. Añade 500 g de pescado (como rape y merluza) y cocina unos minutos. Agrega un tomate pelado y un litro de caldo de pescado. Cocina a fuego lento durante 30 minutos. Sirve caliente, ideal con pan.
https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhvQplp0_nVfduU7R_jf-g-25LuoK4ZawvYUUcUtXh7-1I-Akt-psf6ob7OBTgHDeqvQZ3lnDPvr0jP4RVnNhxVSv_o-O5c-LmCamSN8Hx18TPHJVg30MSJw1TgdiQiEexpL7OyrFc1_g/s16000/calamares+en+su+tinta.jpg;Calamares en su tinta;País Vasco;Media;60;4;Calamares: 1 kg, cebolla: 1, ajo: 2 dientes, tomate: 2, tinta de calamar: 2 sobres, vino blanco: 200 ml, aceite de oliva, sal, pimienta;Para preparar calamares en su tinta, limpia 500 g de calamares y córtalos en anillas. Sofríe cebolla y ajo picados en aceite, añade los calamares y cocina hasta dorar. Incorpora tomate triturado y el contenido de un par de bolsitas de tinta de calamar. Añade un poco de vino blanco y cocina a fuego lento durante 30 minutos. Sirve caliente, ideal con arroz.
https://blog.supermercadosmas.com/wp-content/uploads/2020/06/atun-encebollado-720.png;Atún encebollado;Andalucía;Media;30;4;Atún fresco: 600 g, cebolla: 2, ajo: 4 dientes, vino blanco: 150 ml, laurel: 1 hoja, aceite de oliva, sal, pimienta;Para hacer atún encebollado, corta 600 g de atún en trozos y sazona. En una sartén, sofríe cebolla en rodajas hasta que esté dorada. Agrega el atún y cocina durante unos minutos. Añade un poco de vinagre y cocina hasta que el atún esté hecho a tu gusto. Sirve caliente, ideal con ensalada.
https://newluxbrand.com/wp-content/uploads/2022/11/septiembre-2022_V110_almejasalamarinera_01-1024x1024-optimized.jpg;Almejas a la marinera;Galicia;Media;30;4;Almejas: 1 kg, cebolla: 1, ajo: 2 dientes, vino blanco: 200 ml, tomate: 1, pimentón: 1 cda, aceite de oliva, perejil, sal;Para preparar almejas a la marinera, comienza limpiando 500 g de almejas en agua con sal. En una sartén grande, calienta aceite de oliva y sofríe ajo picado y guindilla. Agrega las almejas y un vaso de vino blanco. Cocina hasta que las almejas se abran. Sirve caliente, ideal con pan.
https://invitadoinvierno.com/wp-content/uploads/2022/06/receta-bonito-tomate-tradicional-vasca-1.jpg;Bonito con tomate;País Vasco;Media;45;4;Bonito fresco: 800 g, tomate triturado: 400 g, cebolla: 1, ajo: 2 dientes, pimiento verde: 1, aceite de oliva, sal, pimienta;Para hacer bonito con tomate, corta 500 g de bonito en trozos y sazona. En una sartén, sofríe cebolla y ajo en aceite, añade el bonito y cocina a fuego medio. Agrega tomate triturado y cocina a fuego lento durante 20 minutos. Sirve caliente, ideal con arroz.
https://www.capgros.com/uploads/s1/11/59/07/9/istock-1209415084.jpeg;Ensaladilla rusa;España;Fácil;45;4;Patatas: 4, zanahorias: 2, guisantes: 100 g, atún en conserva: 200 g, mayonesa: 200 g, huevos: 2, aceitunas verdes: 50 g.;Para preparar ensaladilla rusa, cocina y pela 300 g de patatas y 200 g de zanahorias. Corta en cubos y mezcla con 100 g de guisantes cocidos. Añade 150 g de mayonesa, un poco de sal y mezcla bien. Puedes decorar con huevo duro picado y aceitunas. Refrigera antes de servir.
https://lh6.googleusercontent.com/proxy/I4dAenJOeXCjEDCToFPlbWliaRgj2z3map9Dal3K9bl3Br1-FO4DTC9jVwQ2g29XUKovTZRZSvHb-bS3aQRS0ObkQQVBl2WYCda-Pyyd9OM3OTqahrq2SPVTQaM;Papas arrugadas con mojo;Canarias;Fácil;40;4;Papas pequeñas: 1 kg, sal gorda, agua, mojo verde o rojo;Para hacer pisto, sofríe en aceite de oliva una cebolla, un pimiento rojo y un calabacín picados. Agrega 300 g de tomate triturado y cocina a fuego lento. Añade sal y pimienta al gusto. Sirve caliente, ideal como acompañamiento o con un huevo frito encima.
https://www.goya.com/media/3639/escalivada-grilled-summer-vegetables.jpg?quality=80;Escalivada;Cataluña;Fácil;45;4;Berenjena: 2, pimientos rojos: 2, cebolla: 1, aceite de oliva, sal;La escalivada es un plato tradicional de verduras asadas. Para prepararla, asarás en el horno o a la brasa berenjenas, pimientos rojos y cebollas a 200 °C durante aproximadamente 30-40 minutos, o hasta que estén tiernas y la piel se queme ligeramente. Una vez asadas, déjalas enfriar un poco y pélalas. Corta las verduras en tiras y colócalas en un plato. Aliña con aceite de oliva, sal, y un toque de vinagre. Puedes añadir ajo picado al gusto. Sirve la escalivada templada o a temperatura ambiente, ideal como acompañamiento o como tapa.
https://i.blogs.es/bf4529/pimientos_rellenos/450_1000.jpg;Pimientos rellenos de bacalao;País Vasco;Media;60;4;Pimientos del piquillo: 12, bacalao desalado: 300 g, cebolla: 1, ajo: 2 dientes, leche: 200 ml, harina: 1 cda, aceite de oliva, sal, pimienta;Para preparar pimientos rellenos de bacalao, necesitarás pimientos del piquillo. Comienza cocinando 200 g de bacalao desalado y desmenuzado en una sartén con un poco de aceite de oliva, cebolla picada y ajo. Agrega 100 g de tomate triturado y cocina a fuego lento hasta que se reduzca. Rellena los pimientos del piquillo con esta mezcla, colócalos en una fuente para horno y cubre con un poco más de salsa de tomate. Hornea a 180 °C durante 15-20 minutos. Sirve caliente.
https://www.hogarmania.com/archivos/202303/salpicon-marisco1-1280x720x80xX.jpg;Salpicón de marisco;Galicia;Fácil;30;4;Gambas: 200 g, pulpo: 200 g, mejillones: 200 g, pimiento rojo: 1, pimiento verde: 1, cebolla: 1, vinagre de vino, aceite de oliva, sal;Para hacer salpicón de marisco, necesitarás una mezcla de mariscos cocidos, como pulpo, gambas y mejillones. Corta el pulpo en trozos pequeños y las gambas en mitades. Mezcla en un bol con 1 cebolla roja picada, 1 pimiento verde, y 1 pimiento rojo, todo cortado en cubos. Aliña con aceite de oliva, vinagre, sal, y pimienta al gusto. Deja enfriar en el refrigerador durante al menos 30 minutos antes de servir, ideal como entrante.
https://ametllerorigen.vtexassets.com/arquivos/ids/168145/13876-espinacas-a-la-catalana.jpg?v=637505549775800000;Espinacas a la catalana;Cataluña;Fácil;30;4;Espinacas: 500 g, pasas: 50 g, piñones: 50 g, aceite de oliva, sal.;Para preparar espinacas a la catalana, comienza cociendo 400 g de espinacas frescas en agua con sal durante unos minutos. Escurre y reserva. En una sartén, calienta aceite de oliva y sofríe un par de ajos picados y 50 g de piñones hasta que estén dorados. Añade las espinacas cocidas, mezcla bien y añade un poco de pimentón dulce. Sirve caliente, ideal como guarnición.
https://s1.elespanol.com/2024/09/03/cocinillas/recetas/verduras/883172174_248895559_1024x576.jpg;Zarangollo murciano;Murcia;Fácil;30;4;Calabacín: 2, cebolla: 1, huevo: 2, aceite de oliva, sal.;El zarangollo es un plato típico murciano que se elabora con calabacín y cebolla. Comienza picando 2 calabacines y 1 cebolla. Sofríe la cebolla en una sartén con aceite de oliva hasta que esté transparente, luego añade los calabacines y cocina a fuego medio hasta que estén tiernos. Bate 4 huevos y añádelos a la sartén, removiendo suavemente hasta que cuajen. Sirve caliente, ideal como plato único o tapa.
https://www.justspices.es/media/recipe/resized/510x510/recipe/migas-extremen_as.jpg;Migas extremeñas;Extremadura;Media;60;4;Pan duro: 500 g, ajo: 4 dientes, chorizo: 200 g, pimientos verdes: 2, aceite de oliva, sal;Para preparar migas extremeñas, empieza desmenuzando 300 g de pan del día anterior y humedécelo con un poco de agua. En una sartén grande, calienta aceite de oliva y sofríe 2 dientes de ajo hasta dorar. Añade el pan humedecido y remueve para que se tueste de manera uniforme. Incorpora panceta o chorizo en trozos pequeños y sigue cocinando hasta que todo esté dorado. Sirve caliente, ideal con uvas o melón como acompañamiento.
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/CocinaPalentina-Patatas_a_la_importancia_001.JPG/1200px-CocinaPalentina-Patatas_a_la_importancia_001.JPG;Patatas a la importancia;Castilla y León;Media;45;4;Patatas: 4, huevos: 2, harina: 100 g, ajo: 2 dientes, perejil: 1 ramita, caldo de pollo: 500 ml, aceite de oliva, sal;Las patatas a la importancia son un plato clásico. Pela y corta 4 patatas en rodajas gruesas y condimenta con sal. Pásalas por harina y huevo batido, y fríelas en aceite caliente hasta dorarlas. Reserva. En la misma sartén, sofríe cebolla y ajo, añade caldo de pollo y las patatas. Cocina a fuego lento durante unos 20 minutos hasta que las patatas estén tiernas y la salsa espese. Sirve caliente.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyrUqCWe9EI52vdHMbHBMsSwjguhHT46jySg&s;Pipirrana;Andalucía;Fácil;20;4;Tomates: 4, pimiento verde: 1, cebolla: 1, pepino: 1, aceite de oliva, vinagre, sal;Para hacer pipirrana, corta en cubos 2 tomates, 1 pimiento verde y 1 pimiento rojo. Mezcla en un bol con cebolla picada y un poco de atún en aceite. Aliña con aceite de oliva, vinagre, sal y pimienta al gusto. Deja reposar unos minutos antes de servir, ideal como ensalada refrescante.
https://www.disfrutandosingluten.es/wp-content/uploads/2021/02/Pimientos-rellenos-de-carne.jpg;Pimientos del piquillo rellenos de carne;Navarra;Media;60;4;Pimientos del piquillo: 12, carne picada: 300 g, cebolla: 1, ajo: 2 dientes, tomate frito: 200 ml, harina: 1 cda, leche: 200 ml, aceite de oliva, sal, pimienta.;Para preparar pimientos del piquillo rellenos de carne, comienza sofriendo 300 g de carne picada (puede ser mezcla de cerdo y ternera) con cebolla y ajo picado en una sartén con aceite de oliva. Añade un poco de tomate triturado y cocina a fuego lento hasta que la carne esté hecha. Rellena los pimientos del piquillo con esta mezcla, colócalos en una fuente para horno y cubre con más salsa de tomate. Hornea a 180 °C durante 15 minutos y sirve caliente.
https://www.chovi.com/wp-content/uploads/2024/02/pimientos-asados.jpg;Pimientos asados;España;Fácil;60;4;Pimientos rojos: 4, aceite de oliva, sal.;Para hacer pimientos asados, coloca los pimientos rojos enteros en el horno a 200 °C durante 30-40 minutos, girándolos de vez en cuando hasta que la piel esté carbonizada. Retira del horno, envuélvelos en papel de aluminio y déjalos reposar unos minutos. Luego, pélalos y corta en tiras. Aliña con aceite de oliva, sal y un poco de vinagre. Sirve como tapa o acompañamiento.
https://lh6.googleusercontent.com/proxy/gVF_x3HeNeHfq6u-RFhHMjpihUsSCp85EJBBuroaG7NimYYOls_iQsYt5qqBaiIvEBzlYtUagsI_62oPRDIFzXL9t7BnhkqrY6Eb34b99e1VxRF1GwLNONTgaw;Timbal de verduras;España;Media;45;4;Berenjena: 1, calabacín: 1, pimiento rojo: 1, pimiento verde: 1, cebolla: 1, tomate: 2, aceite de oliva, sal, pimienta.;Para preparar un timbal de verduras, corta en rodajas finas una variedad de verduras como calabacín, berenjena y pimientos. Sofríe las verduras en aceite de oliva hasta que estén tiernas. En un molde, coloca las verduras en capas, alternando colores. Presiona ligeramente y deja enfriar. Desmolda y sirve como entrante o guarnición.
https://www.recetasderechupete.com/wp-content/uploads/2023/12/Goxua-vasco-casero-paso-16-1200x676.png;Goxua;País Vasco;Media;60;4;Bizcocho: 100 g, nata montada: 200 ml, crema pastelera: 200 g, caramelo líquido: 50 ml;El goxua es un postre típico del País Vasco. Para hacerlo, prepara una crema pastelera con 500 ml de leche, 100 g de azúcar y 4 yemas de huevo. En una bandeja, coloca una capa de bizcochos empapados en café, vierte la crema pastelera encima y cubre con nata montada. Refrigera durante varias horas y sirve frío, espolvoreado con canela.
https://invitadoinvierno.com/wp-content/uploads/2015/02/receta-casadielles-asturianas-1.jpg;Casadielles;Asturias;Media;90;4;Harina: 300 g, nueces molidas: 200 g, azúcar: 150 g, anís: 50 ml, aceite de oliva, agua;Las casadielles son dulces asturianos. Para hacer la masa, mezcla 500 g de harina con 100 g de mantequilla y un poco de agua hasta obtener una masa homogénea. Rellena con una mezcla de nueces, azúcar y canela. Forma empanadillas y hornéalas a 180 °C durante 20-25 minutos. Espolvorea con azúcar glas al salir del horno.
https://phantom-telva.unidadeditorial.es/33cbaaabdae5d1986a1bfbbbd746f026/resize/828/f/jpg/assets/multimedia/imagenes/2022/02/21/16454352565128.jpg;Magdalenas caseras;España;Fácil;45;12;Harina: 200 g, azúcar: 150 g, huevos: 3, aceite de girasol: 100 ml, leche: 100 ml, levadura: 10 g, ralladura de limón;Para preparar magdalenas caseras, mezcla 250 g de harina, 200 g de azúcar, 4 huevos, 100 ml de aceite y 100 ml de leche. Bate bien y añade 1 cucharadita de levadura en polvo. Vierte la mezcla en moldes para magdalenas y hornea a 180 °C durante 15-20 minutos. Deja enfriar antes de servir.
https://www.aceitesdeolivadeespana.com/wp-content/uploads/2020/11/galletas-crujientes-almendra-receta.jpg;Galletas de almendra;España;Fácil;30;24;Almendra molida: 250 g, azúcar: 150 g, huevo: 1, ralladura de limón;Para hacer galletas de almendra, mezcla 250 g de harina, 100 g de azúcar, 150 g de almendras molidas y 1 huevo. Forma pequeñas bolitas y colócalas en una bandeja de horno. Hornea a 180 °C durante 15-20 minutos hasta que estén doradas. Deja enfriar antes de servir.
https://invitadoinvierno.com/wp-content/uploads/2016/11/roscos-vino-0.jpg;Roscos de vino;Andalucía;Media;60;20;Harina: 500 g, vino dulce: 150 ml, manteca: 150 g, azúcar glas: 100 g, ajonjolí.;Para preparar roscos de vino, mezcla 250 g de harina, 100 g de azúcar, 100 ml de aceite de oliva y 100 ml de vino dulce. Amasa hasta obtener una masa suave y forma anillos. Hornea a 180 °C durante 15-20 minutos. Espolvorea con azúcar glas al salir del horno.
https://www.recetasdesbieta.com/wp-content/uploads/2021/02/hojaldres-DESTACADA.jpg;Hojaldres rellenos;España;Media;60;12;Hojaldre: 2 láminas, nata montada: 200 ml, crema pastelera: 200 g, azúcar glas;Para hacer hojaldres rellenos, extiende una lámina de masa de hojaldre y corta en rectángulos. Rellena con crema pastelera o mermelada y cierra bien. Hornea a 200 °C durante 15-20 minutos hasta dorar. Espolvorea con azúcar glas al salir del horno.
https://img.bekiacocina.com/cocina/0000/551-h.jpg;Mantecados;Andalucía;Media;60;24;Harina: 500 g, manteca de cerdo: 250 g, azúcar: 200 g, canela: 1 cda.;Para preparar mantecados, mezcla 500 g de harina, 200 g de manteca de cerdo, 100 g de azúcar y canela al gusto. Forma pequeñas bolitas y aplánalas ligeramente. Hornea a 180 °C durante 15-20 minutos. Deja enfriar y espolvorea con azúcar glas.
https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/A13E0EAA-DFA7-4264-8B3B-79CCC77F9282/Derivates/B59B434D-7C1D-4EEB-9CE2-B21BD45533D9.jpg;Crema catalana;Cataluña;Media;40;4;Leche: 500 ml, yemas: 4, azúcar: 100 g, maicena: 30 g, piel de limón, canela en rama;Para hacer crema catalana, mezcla 500 ml de leche, 100 g de azúcar, 4 yemas de huevo y una cucharada de maicena en una cacerola. Cocina a fuego lento hasta que espese, luego vierte en cuencos. Deja enfriar y antes de servir, espolvorea azúcar por encima y carameliza con un soplete.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWRthJLCn3NePUuPNtFaXoS8RYwM7Z12YpYw&s;Tarta de la abuela;Andalucía;Media;60;8;Galletas María: 300 g, Leche: 500 ml, Chocolate negro: 200 g, Mantequilla: 100 g, Azúcar: 100 g, Natillas: 2 sobres;Para preparar tarta de la abuela, haz una base de galletas trituradas y mantequilla derretida. Para el relleno, mezcla 500 ml de leche, 100 g de azúcar, 2 huevos y 100 g de maicena. Vierte sobre la base de galletas y hornea a 180 °C durante 30 minutos. Deja enfriar antes de servir.
https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/5a0c5f2c07fac9ee42216fe87f627217/Derivates/b3d747f6f0a0b4ac8ffb7c19d97fe1786e43a5fa.jpg;Pudín de pan;País Vasco;Media;50;6;200 g de pan del día anterior ,500 ml de leche, 150 g de azúcar, 3 huevos, 50 g de mantequilla, 1 cucharadita de extracto de vainilla, Ralladura de un limón (opcional), Canela en polvo (al gusto);Para hacer pudín de pan, mezcla 300 g de pan del día anterior, 500 ml de leche, 100 g de azúcar, 3 huevos y un poco de canela. Mezcla bien y vierte en un molde. Hornea a 180 °C durante 40 minutos hasta que cuaje. Deja enfriar antes de servir.
